0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
0.1415,0.2456,0.1831,0.1602,0.333,0.1831,0.2456,0.1644,0.2227,0.1831,0.3059,0.2289,0.204,0.3101,0.1831,0.2685,0.1602,0.1686,0.2456,0.206,0.1415,0.2227,0.1831,0.283,0.1873,0.2102,0.2268,0.206,0.3101,0.1831,0.2081,0.1831,0.2081,0.1602,0.1602,0.2373,0.1831,0.206,0.2414,0.2976,0.2185,0.2102,0.2456,0.206,0.2373,0.1644,0.2789,0.1873,0.1831,0.2268,0.1686,0.3018,0.1644,0.2414,0.1831,0.2081,0.1873,0.2268,0.1602,0.1831,0.2227,0.1831,0.2685,0.206,0.2872,0.1374,0.2268,0.1644,0.204
0.1415,0.2456,0.1831,0.1602,0.333,0.1831,0.2456,0.1644,0.2227,0.1831,0.3059,0.2289,0.204,0.3101,0.1831,0.2685,0.1602,0.1686,0.2456,0.206,0.1415,0.2227,0.1831,0.283,0.1873,0.2102,0.2268,0.206,0.3101,0.1831,0.2268,0.1831,0.2081,0.1602,0.1602,0.2373,0.206,0.206,0.2414,0.2976,0.2185,0.2102,0.2456,0.206,0.2373,0.1644,0.2789,0.1873,0.1831,0.2268,0.1686,0.3018,0.1644,0.2414,0.1831,0.2643,0.1873,0.2268,0.1602,0.1873,0.2227,0.1831,0.2685,0.206,0.2872,0.1415,0.2268,0.1644,0.2081
0.1602,0.2456,0.1831,0.1831,0.333,0.2289,0.2456,0.1644,0.2227,0.1831,0.3059,0.2289,0.204,0.3101,0.1831,0.2685,0.1602,0.1686,0.2456,0.206,0.1415,0.2227,0.2289,0.283,0.1873,0.2331,0.2414,0.206,0.3101,0.1873,0.2268,0.1831,0.2081,0.1602,0.1602,0.2373,0.206,0.2102,0.2414,0.2976,0.2185,0.2102,0.2456,0.206,0.2373,0.1644,0.2789,0.1873,0.1831,0.2268,0.1686,0.3059,0.1644,0.2414,0.1831,0.2643,0.206,0.2268,0.1602,0.1873,0.2268,0.1831,0.2685,0.206,0.2872,0.1415,0.2373,0.1644,0.2081
0.1602,0.2456,0.2289,0.1831,0.333,0.2289,0.2456,0.1644,0.2227,0.1831,0.3059,0.2289,0.2456,0.3101,0.1831,0.2685,0.1602,0.1686,0.2456,0.206,0.1686,0.2227,0.2289,0.283,0.1873,0.2331,0.2414,0.206,0.3101,0.1873,0.2268,0.1831,0.2081,0.1644,0.1602,0.2373,0.206,0.2102,0.2414,0.2976,0.2185,0.2102,0.2456,0.206,0.2373,0.1831,0.2789,0.206,0.1831,0.2268,0.1831,0.3621,0.2102,0.2414,0.1831,0.2643,0.206,0.2268,0.1602,0.1873,0.2268,0.1831,0.2685,0.206,0.2872,0.1415,0.2373,0.1644,0.2081
0.1602,0.2456,0.2289,0.1831,0.333,0.2289,0.2456,0.1644,0.2227,0.1831,0.3059,0.2289,0.2456,0.3101,0.1831,0.2685,0.1602,0.1686,0.2456,0.206,0.1686,0.2227,0.2289,0.283,0.206,0.2331,0.2414,0.206,0.3101,0.1873,0.2268,0.1831,0.2081,0.1644,0.1602,0.2373,0.206,0.2102,0.2414,0.2976,0.2185,0.2102,0.2456,0.206,0.2373,0.1831,0.2789,0.206,0.1831,0.2268,0.1831,0.3621,0.2102,0.2414,0.1831,0.2643,0.206,0.2268,0.1602,0.1873,0.2268,0.1831,0.2685,0.206,0.2872,0.1415,0.2373,0.1644,0.2601
0.1831,0.2456,0.2289,0.1831,0.333,0.2289,0.2685,0.1644,0.2414,0.1831,0.3059,0.2289,0.2456,0.3101,0.1831,0.2685,0.1602,0.1686,0.2456,0.206,0.1686,0.2227,0.2289,0.283,0.206,0.2331,0.2414,0.206,0.3101,0.1873,0.2268,0.1831,0.2227,0.1644,0.1831,0.2373,0.206,0.2747,0.2414,0.2976,0.2456,0.2102,0.2456,0.206,0.2373,0.1831,0.2789,0.206,0.1831,0.2268,0.1915,0.3621,0.2102,0.2414,0.1831,0.2643,0.206,0.2268,0.1602,0.1873,0.2268,0.1831,0.2685,0.206,0.2872,0.1831,0.2373,0.1644,0.2601
0.206,0.3059,0.2289,0.1831,0.333,0.2289,0.2685,0.1644,0.3059,0.1831,0.3059,0.2289,0.2456,0.3101,0.1831,0.2685,0.1602,0.1686,0.2456,0.206,0.1686,0.2227,0.2289,0.283,0.206,0.2331,0.2414,0.206,0.3101,0.2289,0.2268,0.1831,0.2227,0.1644,0.1831,0.2373,0.206,0.2747,0.2414,0.2976,0.2456,0.2102,0.2456,0.206,0.2373,0.1831,0.2789,0.206,0.1831,0.2268,0.1915,0.3621,0.2102,0.2497,0.1831,0.2643,0.206,0.2497,0.1602,0.1873,0.2268,0.1831,0.2685,0.206,0.2872,0.1831,0.2373,0.1644,0.2601
0.206,0.3059,0.2289,0.1831,0.333,0.2289,0.2685,0.1644,0.3059,0.1831,0.3059,0.2289,0.2456,0.3101,0.1831,0.2872,0.1602,0.1727,0.2456,0.206,0.1686,0.2227,0.2289,0.283,0.2289,0.2331,0.2414,0.206,0.3101,0.2289,0.2268,0.1831,0.2227,0.1644,0.1831,0.2373,0.206,0.2747,0.2414,0.2976,0.2456,0.2102,0.2456,0.206,0.2373,0.1831,0.2789,0.206,0.1831,0.2268,0.1915,0.3621,0.2102,0.2497,0.1831,0.2643,0.206,0.2497,0.1602,0.1873,0.2268,0.1831,0.2685,0.206,0.2872,0.1831,0.2373,0.1644,0.2601
0.206,0.3059,0.2289,0.1831,0.333,0.2289,0.2685,0.1644,0.3059,0.1831,0.3059,0.2289,0.2456,0.3101,0.1831,0.2872,0.1831,0.1727,0.2456,0.206,0.1686,0.2227,0.2289,0.283,0.2518,0.2331,0.2414,0.206,0.3101,0.2289,0.2268,0.1831,0.2227,0.1644,0.1831,0.2373,0.206,0.2747,0.2414,0.2976,0.2456,0.2102,0.2456,0.206,0.2685,0.1831,0.2789,0.2331,0.206,0.2268,0.206,0.3621,0.2102,0.2497,0.1831,0.2643,0.206,0.2497,0.2102,0.1873,0.2268,0.1831,0.2685,0.206,0.2872,0.1831,0.2373,0.1644,0.2601
0.206,0.3059,0.2289,0.1831,0.333,0.2289,0.2685,0.1644,0.3059,0.2102,0.3059,0.2289,0.2456,0.3101,0.1831,0.2872,0.1831,0.1727,0.2456,0.206,0.1686,0.2227,0.2289,0.283,0.2518,0.2331,0.2414,0.206,0.3101,0.2289,0.2268,0.1831,0.2227,0.1644,0.1831,0.2373,0.206,0.2747,0.2414,0.2976,0.2456,0.2102,0.2456,0.206,0.283,0.1915,0.2789,0.2331,0.206,0.2268,0.206,0.3621,0.2102,0.2497,0.1831,0.2643,0.206,0.2497,0.2102,0.1873,0.2643,0.1831,0.2685,0.206,0.2872,0.1831,0.2373,0.1644,0.2601
0.206,0.3059,0.2289,0.1831,0.333,0.2289,0.2685,0.1644,0.3059,0.2102,0.3059,0.2289,0.2456,0.3101,0.1831,0.2872,0.1831,0.1831,0.2456,0.206,0.1686,0.3059,0.2289,0.283,0.2518,0.2518,0.2414,0.206,0.3101,0.2289,0.2268,0.1831,0.2227,0.1644,0.1831,0.2373,0.206,0.2747,0.2497,0.2976,0.2456,0.2102,0.2601,0.206,0.283,0.1915,0.2789,0.2331,0.2289,0.2268,0.206,0.3621,0.2331,0.2497,0.1831,0.2643,0.206,0.2497,0.2102,0.1873,0.2643,0.1831,0.2685,0.206,0.2872,0.1831,0.2373,0.1644,0.2601
0.206,0.3059,0.2289,0.1831,0.333,0.2289,0.2685,0.1644,0.3059,0.2102,0.3059,0.2289,0.2456,0.3101,0.1831,0.2872,0.1831,0.1831,0.2456,0.206,0.1686,0.3059,0.2289,0.283,0.2518,0.2518,0.2414,0.206,0.3101,0.2289,0.2268,0.1831,0.2227,0.1644,0.1831,0.283,0.206,0.2747,0.283,0.2976,0.2456,0.2102,0.2601,0.206,0.283,0.1915,0.2789,0.2331,0.2289,0.2268,0.206,0.3621,0.2331,0.2497,0.1831,0.2685,0.206,0.2497,0.2102,0.1873,0.2685,0.1831,0.2685,0.206,0.2872,0.1831,0.2373,0.1644,0.2601
0.206,0.3059,0.2289,0.1831,0.333,0.2289,0.2685,0.1644,0.3476,0.2102,0.3059,0.2289,0.2456,0.3101,0.1831,0.2872,0.1831,0.1915,0.2456,0.206,0.1873,0.3059,0.2289,0.283,0.2518,0.2518,0.2414,0.206,0.3101,0.2289,0.2414,0.1831,0.2456,0.1644,0.1831,0.283,0.206,0.2747,0.283,0.2976,0.2456,0.2102,0.2601,0.206,0.283,0.1915,0.2789,0.2331,0.2289,0.2268,0.206,0.3621,0.2331,0.2497,0.1831,0.2685,0.206,0.2497,0.2102,0.1873,0.2685,0.1831,0.2685,0.206,0.2872,0.1831,0.2373,0.2331,0.2601
0.206,0.3059,0.2289,0.1831,0.333,0.2289,0.2685,0.1644,0.3476,0.2102,0.3059,0.2289,0.2456,0.3101,0.1831,0.2872,0.1831,0.1915,0.2456,0.2102,0.1873,0.3059,0.2289,0.283,0.2518,0.2518,0.256,0.206,0.3101,0.2289,0.2914,0.1831,0.2456,0.1686,0.1831,0.283,0.206,0.2747,0.283,0.2976,0.2456,0.2102,0.2601,0.206,0.283,0.1915,0.2789,0.2331,0.2289,0.2268,0.206,0.3621,0.2331,0.2497,0.1831,0.2685,0.206,0.2497,0.2102,0.1873,0.2685,0.1831,0.2685,0.2102,0.2872,0.1831,0.2373,0.2331,0.2601
0.206,0.3059,0.2289,0.1831,0.333,0.2289,0.2685,0.1644,0.3476,0.2102,0.3059,0.2289,0.2456,0.3101,0.1831,0.2872,0.1831,0.1915,0.2456,0.2102,0.1873,0.3247,0.2289,0.283,0.2518,0.2518,0.256,0.206,0.3101,0.2289,0.2914,0.1831,0.2497,0.206,0.1873,0.283,0.206,0.2747,0.283,0.2976,0.2456,0.2518,0.2601,0.2144,0.283,0.1915,0.2789,0.2331,0.2289,0.2268,0.206,0.3621,0.2331,0.2497,0.1831,0.2685,0.206,0.2497,0.2144,0.1873,0.2685,0.1831,0.2685,0.2102,0.2872,0.1831,0.2373,0.2331,0.2601
0.206,0.3059,0.2289,0.1831,0.333,0.2289,0.2685,0.1644,0.3476,0.2102,0.3059,0.2289,0.2456,0.3101,0.1831,0.2872,0.1831,0.1915,0.2456,0.2102,0.1873,0.3247,0.2289,0.283,0.2518,0.2518,0.256,0.2289,0.3101,0.2289,0.2914,0.1831,0.2497,0.2331,0.1873,0.283,0.206,0.2747,0.283,0.2976,0.2456,0.2518,0.2601,0.2144,0.283,0.1915,0.2789,0.2331,0.2289,0.2268,0.206,0.3621,0.2331,0.2497,0.1831,0.2685,0.206,0.2497,0.2144,0.1873,0.2685,0.1852,0.2685,0.2102,0.2872,0.1831,0.2373,0.2331,0.2601
0.206,0.3059,0.2289,0.1831,0.333,0.2289,0.2872,0.1644,0.3476,0.2102,0.3059,0.2518,0.2456,0.3101,0.1831,0.2872,0.1831,0.1915,0.2456,0.2102,0.1873,0.3247,0.2289,0.283,0.2518,0.2518,0.256,0.2289,0.3101,0.2289,0.2914,0.1831,0.2497,0.2331,0.1873,0.283,0.206,0.2747,0.283,0.2976,0.2456,0.2518,0.2601,0.2144,0.283,0.1915,0.2789,0.2331,0.2289,0.2268,0.206,0.4225,0.2331,0.2497,0.1831,0.2872,0.206,0.2497,0.2144,0.1873,0.2685,0.1873,0.2685,0.2102,0.2872,0.1831,0.2373,0.2331,0.2601
0.206,0.3059,0.2289,0.1831,0.333,0.2289,0.3101,0.1644,0.3476,0.2102,0.3059,0.2518,0.2456,0.3101,0.1831,0.2872,0.1831,0.1915,0.2456,0.2102,0.1873,0.3247,0.2289,0.283,0.2518,0.2518,0.256,0.2289,0.3101,0.2289,0.2914,0.1831,0.2497,0.2331,0.1873,0.2976,0.206,0.2747,0.283,0.2976,0.2456,0.2518,0.2601,0.2144,0.283,0.2144,0.2789,0.2331,0.2289,0.2268,0.206,0.4225,0.2331,0.2497,0.1831,0.2872,0.206,0.2497,0.2144,0.1873,0.2685,0.1873,0.2685,0.2102,0.3101,0.1831,0.2373,0.2331,0.2601
0.206,0.3059,0.2289,0.1915,0.333,0.2289,0.3101,0.1644,0.3476,0.2102,0.3059,0.2518,0.2456,0.3101,0.1831,0.2872,0.1831,0.1915,0.2456,0.2102,0.1873,0.3247,0.2289,0.283,0.2518,0.2518,0.256,0.2518,0.3101,0.2289,0.2914,0.1831,0.2497,0.2331,0.1873,0.2976,0.206,0.2747,0.283,0.2976,0.2456,0.2518,0.2601,0.2144,0.283,0.2289,0.2789,0.2331,0.2289,0.2268,0.206,0.4225,0.2331,0.2497,0.1831,0.2872,0.206,0.2497,0.2144,0.1873,0.2685,0.1873,0.2685,0.2102,0.3101,0.1831,0.2373,0.2331,0.2601
0.206,0.3059,0.2289,0.1915,0.333,0.2289,0.3101,0.1644,0.3476,0.2102,0.3059,0.2518,0.2456,0.3101,0.1831,0.2872,0.1831,0.1915,0.2518,0.2102,0.1873,0.3247,0.2289,0.283,0.2518,0.2518,0.256,0.2518,0.3101,0.2289,0.2914,0.206,0.2497,0.2331,0.1873,0.2976,0.206,0.2747,0.283,0.2976,0.2456,0.256,0.2601,0.2144,0.283,0.2289,0.2789,0.2331,0.2289,0.2268,0.206,0.4225,0.2331,0.2497,0.2289,0.2872,0.206,0.2497,0.2144,0.1873,0.2685,0.1873,0.2685,0.2102,0.3101,0.2289,0.2373,0.2331,0.2601
0.206,0.3059,0.2289,0.1915,0.333,0.2289,0.3101,0.1644,0.3476,0.2102,0.3059,0.2518,0.2456,0.3101,0.1831,0.2872,0.1831,0.1915,0.2518,0.2102,0.1873,0.3247,0.2289,0.283,0.2518,0.2518,0.256,0.2518,0.3101,0.2289,0.2914,0.206,0.2497,0.2331,0.1873,0.2976,0.206,0.2747,0.283,0.2976,0.2456,0.256,0.2789,0.2144,0.283,0.2289,0.2789,0.2331,0.2289,0.2268,0.206,0.4225,0.2331,0.2685,0.2289,0.2872,0.206,0.2497,0.2144,0.1873,0.2685,0.1873,0.2685,0.2102,0.3101,0.2289,0.2373,0.2331,0.2601
0.206,0.3059,0.2289,0.1915,0.333,0.2289,0.3101,0.1644,0.3476,0.2102,0.3059,0.2518,0.2456,0.3101,0.1831,0.3018,0.1831,0.1915,0.2518,0.2102,0.1873,0.3247,0.2289,0.283,0.2518,0.2518,0.256,0.2518,0.3101,0.2289,0.2914,0.206,0.2497,0.2331,0.206,0.2976,0.206,0.2747,0.3476,0.2976,0.2456,0.256,0.2789,0.2144,0.2872,0.2289,0.2789,0.2331,0.2289,0.2268,0.206,0.4225,0.2331,0.2685,0.2289,0.2872,0.206,0.2497,0.2144,0.1873,0.2685,0.1873,0.2685,0.2102,0.3101,0.2289,0.2373,0.2331,0.2601
0.206,0.3059,0.2289,0.1915,0.333,0.2289,0.3101,0.1644,0.3476,0.2331,0.3059,0.2518,0.2456,0.3101,0.1831,0.3018,0.1831,0.1915,0.2872,0.2102,0.1873,0.3247,0.2289,0.283,0.2518,0.2518,0.256,0.2518,0.3101,0.2289,0.2914,0.206,0.2497,0.2331,0.206,0.2976,0.2518,0.2747,0.3476,0.2976,0.2456,0.256,0.2789,0.2144,0.2872,0.2289,0.2789,0.2331,0.2289,0.2268,0.206,0.4225,0.2331,0.2685,0.2289,0.2872,0.206,0.2497,0.2144,0.1873,0.2685,0.1873,0.2685,0.2102,0.3101,0.2289,0.2643,0.2331,0.2601
0.206,0.3059,0.2289,0.1915,0.333,0.2331,0.3101,0.1831,0.3892,0.2331,0.3059,0.2518,0.2456,0.3101,0.1831,0.3018,0.1831,0.1915,0.2872,0.2102,0.1915,0.3247,0.2289,0.283,0.256,0.2518,0.2747,0.2518,0.3101,0.2289,0.2914,0.206,0.2497,0.2331,0.206,0.2976,0.2518,0.2747,0.3476,0.2976,0.2456,0.256,0.2789,0.2144,0.2872,0.2289,0.2789,0.2331,0.2331,0.2268,0.206,0.4225,0.2331,0.2685,0.2289,0.2872,0.206,0.2497,0.2144,0.1873,0.2685,0.1873,0.2685,0.2102,0.3101,0.2289,0.2643,0.2331,0.2601
0.206,0.3059,0.2289,0.1915,0.333,0.2331,0.3101,0.1873,0.3892,0.2331,0.3059,0.2518,0.2456,0.3101,0.1831,0.3018,0.1831,0.1915,0.2872,0.2102,0.1915,0.3247,0.2289,0.283,0.256,0.2518,0.2747,0.2518,0.3101,0.2289,0.2914,0.206,0.2497,0.2331,0.206,0.2976,0.2518,0.2747,0.3476,0.2976,0.2456,0.256,0.2789,0.2144,0.2872,0.2289,0.2789,0.2331,0.2331,0.2456,0.206,0.4225,0.2331,0.2685,0.2289,0.2872,0.206,0.2497,0.2144,0.1873,0.2685,0.1873,0.2685,0.2102,0.3101,0.2289,0.2643,0.2331,0.2601
0.206,0.3059,0.2289,0.1915,0.333,0.2331,0.3101,0.1873,0.3892,0.2331,0.3059,0.2747,0.2456,0.3101,0.1831,0.3018,0.1831,0.2144,0.2872,0.2102,0.1915,0.3247,0.2289,0.283,0.256,0.2518,0.2747,0.2518,0.3101,0.2289,0.2914,0.206,0.2497,0.2331,0.206,0.2976,0.2518,0.2747,0.3476,0.2976,0.2456,0.256,0.3288,0.2144,0.2872,0.2289,0.2789,0.2331,0.2331,0.2456,0.206,0.4225,0.2331,0.2685,0.2289,0.2872,0.206,0.2643,0.2144,0.1915,0.2685,0.1873,0.2685,0.2102,0.3101,0.2289,0.2643,0.2331,0.2601
0.206,0.3059,0.2289,0.1915,0.333,0.2331,0.3101,0.1873,0.3892,0.2331,0.3059,0.2747,0.2456,0.3101,0.1831,0.3018,0.1831,0.2144,0.2872,0.2102,0.1915,0.3247,0.2289,0.283,0.256,0.2518,0.2747,0.2518,0.3101,0.2289,0.2914,0.206,0.2497,0.2331,0.206,0.2976,0.2518,0.2747,0.3476,0.2976,0.2456,0.256,0.3288,0.2144,0.3205,0.2289,0.2789,0.2373,0.2331,0.2456,0.206,0.4225,0.2331,0.2685,0.2289,0.2872,0.206,0.2643,0.2144,0.2289,0.2685,0.1873,0.3059,0.2102,0.3101,0.2289,0.2643,0.2331,0.2601
0.206,0.3101,0.2289,0.206,0.333,0.2331,0.3101,0.1873,0.3892,0.2331,0.3059,0.2747,0.2456,0.3101,0.1831,0.3018,0.1831,0.2144,0.2872,0.2102,0.1915,0.3247,0.2289,0.283,0.256,0.2518,0.2747,0.2518,0.3101,0.2289,0.2914,0.206,0.2497,0.2331,0.206,0.2976,0.2518,0.2747,0.3476,0.2976,0.2456,0.256,0.3288,0.2144,0.3205,0.2289,0.2789,0.2373,0.2331,0.2456,0.206,0.4225,0.2331,0.2685,0.2289,0.2872,0.206,0.2643,0.2144,0.2289,0.2685,0.2331,0.3059,0.2102,0.3101,0.2289,0.2643,0.2331,0.2601
0.2289,0.3101,0.2289,0.206,0.333,0.2331,0.3101,0.1873,0.3892,0.2331,0.3059,0.2747,0.2456,0.3101,0.1831,0.3018,0.206,0.2144,0.2872,0.2102,0.1915,0.3288,0.2289,0.283,0.256,0.2518,0.2747,0.2518,0.3101,0.2289,0.2914,0.2289,0.2497,0.2331,0.2289,0.2976,0.2518,0.2747,0.3476,0.2976,0.2456,0.256,0.3288,0.2144,0.3205,0.2289,0.2789,0.2373,0.2331,0.2456,0.206,0.4225,0.2331,0.2685,0.2289,0.2872,0.206,0.2643,0.2144,0.2289,0.2685,0.2331,0.3059,0.2102,0.3101,0.2289,0.2643,0.2331,0.2601
0.2289,0.3101,0.2289,0.206,0.333,0.2331,0.3101,0.1873,0.3892,0.256,0.3059,0.2747,0.2456,0.3101,0.1831,0.3018,0.206,0.2289,0.2872,0.2102,0.206,0.3476,0.2289,0.283,0.256,0.2518,0.2747,0.2518,0.3101,0.2289,0.2914,0.2289,0.2643,0.2331,0.2289,0.2976,0.2518,0.2747,0.3476,0.2976,0.2456,0.256,0.3288,0.2144,0.3205,0.2289,0.2789,0.2373,0.2331,0.2456,0.206,0.4225,0.2331,0.2685,0.2289,0.2872,0.206,0.2643,0.2144,0.2289,0.2685,0.2331,0.3059,0.2102,0.3101,0.2289,0.2643,0.2331,0.2601
